Time,symbol,Close,Open,High,Low,Volume
2018-03-21 07:00:00,VNINDEX,1169.36,1166.51,1172.31,1163.91,212812970
2018-03-22 07:00:00,VNINDEX,1172.36,1175.22,1180.44,1169.48,215497530
2018-03-23 07:00:00,VNINDEX,1153.59,1154.25,1157.2,1138.53,237107530
2018-03-26 07:00:00,VNINDEX,1171.22,1150.51,1176.95,1150.51,175879690
2018-03-27 07:00:00,VNINDEX,1171.73,1187.42,1187.42,1169.58,201305790
2018-03-28 07:00:00,VNINDEX,1172.24,1168.87,1179.18,1165.71,165131520
2018-03-29 07:00:00,VNINDEX,1167.03,1174.73,1176.45,1164.12,150321430
2018-03-30 07:00:00,VNINDEX,1174.46,1169.29,1175.36,1158.49,150318960
2018-04-02 07:00:00,VNINDEX,1196.61,1180.26,1196.61,1179.73,221037550
2018-04-03 07:00:00,VNINDEX,1188.29,1197.0,1199.93,1185.83,217626820
